"id","text_appeal","adress","home","text_appeal_lem","type","lat","lng","created_at","updated_at"
"17105","Детская площадка, асфальт со стороны сзади дома обещают сделать много лет.","улица Советская","77","""['детский', 'площадка', 'асфальт', 'сторона', 'сзади', 'дом', 'обещать', 'сделать', 'год']""","Playground",NULL,NULL,"2021-10-30 11:06:47","2021-10-30 20:44:54"
"17106","Ремонт школы №11, рядом ремонт дороги по речному бульвару (параллельно дороги)
Благоустроить пляж
Нет пешеходных переходов возле храма и от Речного бульвара д.4 корпус 1 до ТД Пятерочка","бульвар Речной","4 корп. 1","""['ремонт', 'школа', '№', '11', 'рядом', 'ремонт', 'дорога', 'речной', 'бульвар', ' (', 'параллельно', 'дорога', ')\\n', 'благоустраивать', 'пляж', 'пешеходный', 'переход', 'возле', 'храм', 'речной', 'бульвар', 'д', '4', 'корпус', '1', 'ТД', 'пятерочка']""","General improvement",NULL,NULL,"2021-10-30 11:06:47","2021-10-30 20:44:54"
"17107","Капитальный ремонт дома.","улица Богдана Хмельницкого","3А","""['капитальный', 'ремонт', 'дом']""","Major overhaul",NULL,NULL,"2021-10-30 11:06:47","2021-10-30 20:44:54"
"17108","ул. Советская - проезжая часть на выезде в Чебоксары. Не отключать горячую воду","улица Строителей","25","""['ул', 'советский', ' - ', 'проезжий', 'часть', 'выезд', 'чебоксары', 'отключать', 'горячий', 'вода']""","General improvement",NULL,NULL,"2021-10-30 11:06:47","2021-10-30 20:44:54"
"17109","Хотелось бы отремонтировать внутридворовую дорогу и прилегающую территорию к дому №75 по ул. Винокурова. Очень плохая дорога.","улица Винокурова","75","""['хотеться', 'отремонтировать', 'внутридворовый', 'дорога', 'прилегать', 'территория', 'дом', '№', '75', 'ул', 'винокуров', 'очень', 'плохой', 'дорога']""","Need for a road",NULL,NULL,"2021-10-30 11:06:47","2021-10-30 20:44:54"
"17110","Дороги","улица Спиридона Михайлова","1","""['дорога']""","Need for a road",NULL,NULL,"2021-10-30 11:06:47","2021-10-30 20:44:54"
"17111","Отремонтировать дорогу по улице Дунаевского.","улица Дунаевского","6","""['отремонтировать', 'дорога', 'улица', 'дунаевский']""","Need for a road",NULL,NULL,"2021-10-30 11:06:47","2021-10-30 20:44:54"
"17112","Я инвалид 3 группы, пенсионер. Сбежал от своего сына Елизарова Андрея Анатольевича, который держал меня в неволе 9 лет и обращался со мной жестоко. Мой паспорт остался у сына. Теперь я не могу получить медицинский полис, восстановить документы, получить пенсию, обувь для инвалидов. Прошу вас помочь мне вернуть паспорт в ближайшие сроки. Хочу убедиться, что будущие кандидаты в депутаты реально помогают людям, и будут работать для народа. А наше дело проголосовать за вас.","проспект Максима Горького","31","""['инвалид', '3', 'группа', 'пенсионер', 'сбегать', 'свой', 'сын', 'елизаров', 'андрей', 'анатольевич', 'который', 'держать', 'неволя', '9', 'год', 'обращаться', 'жестоко', 'паспорт', 'оставаться', 'сын', 'мочь', 'получать', 'медицинский', 'полис', 'восстанавливать', 'документ', 'получать', 'пенсия', 'обувь', 'инвалид', 'просить', 'помогать', 'вернуть', 'паспорт', 'близкий', 'срок', 'хотеть', 'убеждаться', 'будущий', 'кандидат', 'депутат', 'реально', 'помогать', 'человек', 'работать', 'народ', 'наш', 'дело', 'проголосовать']""","General improvement",NULL,NULL,"2021-10-30 11:06:47","2021-10-30 20:44:54"
"17113","С 1987 года не ремонтировали 3 подъезд. Просьба отремонтировать стены в подъезде","улица Первомайская","16","""['1987', 'год', 'ремонтировать', '3', 'подъезд', 'просьба', 'отремонтировать', 'стена', 'подъезд']""","Major overhaul",NULL,NULL,"2021-10-30 11:06:47","2021-10-30 20:44:54"
"17114","аллею","улица П.В.Дементьева","18 корп. 3","""['аллея']""","General improvement",NULL,NULL,"2021-10-30 11:06:47","2021-10-30 20:44:54"
"17115","возле Дементьева д.22, озеленить и благоустроить парковую зону","улица П.В.Дементьева","18 корп. 2","""['возле', 'дементьева', 'д', '22', 'озеленять', 'благоустраивать', 'парковый', 'зона']""","General improvement",NULL,NULL,"2021-10-30 11:06:47","2021-10-30 20:44:54"
"17116","поставить стол во дворе","улица Энтузиастов","14","""['поставлять', 'стол', 'двор']""","Need for a road",NULL,NULL,"2021-10-30 11:06:47","2021-10-30 20:44:54"
